rno	date	time	uno	sno	hno	addTF	price	complete
1930	2024-09-22	16:00	61	8	9,25	0,0	205000	0
1920	2024-09-22	17:00	64	3	7	0	66000	0
1924	2024-09-22	18:00	72	5	1,10	0,0	235000	0
1931	2024-09-22	18:00	21	8	25	0	25000	0
1938	2024-09-23	10:00	7	1	1,5	0,0	279500	0
1943	2024-09-23	10:00	19	2	1,15	0,0	318000	0
1947	2024-09-23	10:00	51	3	2,10	0,0	385000	0
1955	2024-09-23	10:00	76	7	6,7	0,0	120000	0
1959	2024-09-23	10:00	35	8	11,20	0,0	210000	0
1964	2024-09-23	10:00	44	9	6,18	0,0	110000	0
1968	2024-09-23	10:00	69	10	10,11	0,0	400000	0
1951	2024-09-23	11:00	78	5	4,17	0,0	270000	0
1972	2024-09-23	11:00	4	11	1,3	0,0	215000	0
1939	2024-09-23	12:00	13	1	2,5	0,0	429000	0
1944	2024-09-23	12:00	18	2	2,6	0,0	252000	0
1948	2024-09-23	12:00	33	3	16,25	0,0	181500	0
1956	2024-09-23	12:00	39	7	19,20	0,0	60000	0
1960	2024-09-23	12:00	17	8	16	0	140000	0
1969	2024-09-23	12:00	69	10	1,17	0,0	105000	0
1961	2024-09-23	13:00	22	8	8	0	120000	0
1940	2024-09-23	14:00	65	1	5,7	0,0	312000	0
1949	2024-09-23	14:00	70	3	12,13	0,0	198000	0
1952	2024-09-23	14:00	9	5	7,10	0,0	260000	0
1957	2024-09-23	14:00	28	7	1,5	0,0	215000	0
1965	2024-09-23	14:00	19	9	7	0	60000	0
1945	2024-09-23	15:00	35	2	16	0	168000	0
1966	2024-09-23	15:00	49	9	1,20	0,0	45000	0
1970	2024-09-23	15:00	75	10	3,22	0,0	200000	0
1941	2024-09-23	16:00	36	1	11	0	260000	0
1946	2024-09-23	16:00	56	2	4,11	0,0	480000	0
1953	2024-09-23	16:00	22	5	10,12	0,0	280000	0
1962	2024-09-23	16:00	39	8	23,24	0,0	55000	0
1973	2024-09-23	16:00	71	11	10	0	200000	0
1950	2024-09-23	17:00	76	3	17,18	0,0	132000	0
1958	2024-09-23	17:00	14	7	1,6	0,0	95000	0
1967	2024-09-23	17:00	19	9	21	0	15000	0
1942	2024-09-23	18:00	30	1	11,18	0,0	325000	0
1954	2024-09-23	18:00	15	5	2,23	0,0	175000	0
1963	2024-09-23	18:00	62	8	1,3	0,0	215000	0
1971	2024-09-23	18:00	63	10	11,20	0,0	210000	0
1974	2024-09-23	18:00	79	11	12	0	80000	0
1977	2024-09-24	10:00	29	3	6,13	0,0	176000	0
1979	2024-09-24	10:00	72	5	7,16	0,0	200000	0
1985	2024-09-24	10:00	39	9	16	0	140000	0
1986	2024-09-24	10:00	68	10	5,10	0,0	380000	0
1984	2024-09-24	13:00	15	8	6,14	0,0	180000	0
1987	2024-09-24	13:00	80	10	9,11	0,0	380000	0
1978	2024-09-24	14:00	48	3	4,8	0,0	352000	0
1980	2024-09-24	14:00	38	5	3	0	180000	0
1975	2024-09-24	15:00	6	1	6,17	0,0	169000	0
1981	2024-09-24	15:00	8	5	13	0	100000	0
1982	2024-09-24	17:00	77	5	6,12	0,0	140000	0
1976	2024-09-24	18:00	8	2	15	0	276000	0
1983	2024-09-24	19:00	8	5	17	0	70000	0
1990	2024-09-25	10:00	47	2	6,7	0,0	144000	0
1993	2024-09-25	10:00	31	4	4	0	200000	0
1996	2024-09-25	10:00	3	5	16	0	140000	0
2005	2024-09-25	10:00	14	11	2	0	150000	0
1994	2024-09-25	11:00	56	4	13	0	100000	0
1997	2024-09-25	11:00	79	5	1,8	0,0	155000	0
1988	2024-09-25	12:00	44	1	8,14	0,0	312000	0
1991	2024-09-25	12:00	41	2	9,19	0,0	276000	0
1999	2024-09-25	12:00	71	6	6,14	0,0	180000	0
2000	2024-09-25	14:00	57	6	1	0	35000	0
2001	2024-09-25	15:00	57	6	20	0	10000	0
1989	2024-09-25	16:00	25	1	7,8	0,0	234000	0
1998	2024-09-25	16:00	26	5	25	0	25000	0
2006	2024-09-25	16:00	12	11	1,16	0,0	175000	0
1995	2024-09-25	17:00	25	4	10,24	0,0	230000	0
2003	2024-09-25	17:00	61	10	24	0	30000	0
2002	2024-09-25	18:00	20	6	17	0	70000	0
1992	2024-09-25	19:00	38	2	4	0	240000	0
2004	2024-09-25	19:00	77	10	21	0	15000	0
2010	2024-09-26	10:00	78	2	18	0	60000	0
2015	2024-09-26	10:00	32	4	17	0	70000	0
2018	2024-09-26	10:00	38	6	11	0	200000	0
2007	2024-09-26	11:00	26	1	9	0	234000	0
2016	2024-09-26	11:00	32	4	15	0	230000	0
2019	2024-09-26	11:00	47	6	19	0	50000	0
2011	2024-09-26	12:00	56	2	14	0	144000	0
2012	2024-09-26	14:00	52	2	17	0	84000	0
2021	2024-09-26	14:00	5	7	20	0	10000	0
2025	2024-09-26	14:00	29	9	19	0	50000	0
2022	2024-09-26	15:00	1	7	9,12	0,0	260000	0
2026	2024-09-26	15:00	66	9	23	0	25000	0
2013	2024-09-26	16:00	51	2	5	0	216000	0
2008	2024-09-26	17:00	14	1	3	0	234000	0
2014	2024-09-26	17:00	64	2	15	0	276000	0
2023	2024-09-26	17:00	67	7	19,25	0,0	75000	0
2027	2024-09-26	17:00	40	9	15,16	0,0	370000	0
2009	2024-09-26	18:00	8	1	1,6	0,0	123500	0
2017	2024-09-26	18:00	69	4	9,11	0,0	380000	0
2020	2024-09-26	18:00	48	6	16,18	0,0	190000	0
2024	2024-09-26	19:00	14	7	4	0	200000	0
2028	2024-09-27	10:00	31	1	19	0	65000	0
2033	2024-09-27	10:00	68	2	14	0	144000	0
2042	2024-09-27	10:00	21	4	8	0	120000	0
2047	2024-09-27	10:00	9	6	15,16	0,0	370000	0
2052	2024-09-27	10:00	61	7	23	0	25000	0
2060	2024-09-27	10:00	16	11	7	0	60000	0
2029	2024-09-27	11:00	15	1	11	0	260000	0
2034	2024-09-27	11:00	78	2	1	0	42000	0
2037	2024-09-27	11:00	77	3	1,2	0,0	203500	0
2056	2024-09-27	11:00	75	8	13,14	0,0	220000	0
2043	2024-09-27	12:00	45	4	2,6	0,0	210000	0
2048	2024-09-27	12:00	64	6	15,24	0,0	260000	0
2053	2024-09-27	12:00	20	7	22	0	20000	0
2030	2024-09-27	13:00	43	1	14,18	0,0	221000	0
2038	2024-09-27	13:00	34	3	18	0	55000	0
2054	2024-09-27	13:00	8	7	2,11	0,0	350000	0
2057	2024-09-27	13:00	48	8	3	0	180000	0
2044	2024-09-27	14:00	61	4	25	0	25000	0
2049	2024-09-27	14:00	28	6	24	0	30000	0
2061	2024-09-27	14:00	37	11	4	0	200000	0
2039	2024-09-27	15:00	14	3	19,21	0,0	71500	0
2045	2024-09-27	15:00	4	4	1	0	35000	0
2050	2024-09-27	15:00	73	6	12,18	0,0	130000	0
2035	2024-09-27	16:00	36	2	15,16	0,0	444000	0
2058	2024-09-27	16:00	3	8	8,19	0,0	170000	0
2062	2024-09-27	16:00	7	11	14	0	120000	0
2031	2024-09-27	17:00	27	1	14	0	156000	0
2040	2024-09-27	17:00	76	3	5	0	198000	0
2046	2024-09-27	17:00	19	4	12	0	80000	0
2051	2024-09-27	17:00	16	6	9,12	0,0	260000	0
2032	2024-09-27	18:00	45	1	8	0	156000	0
2041	2024-09-27	18:00	7	3	17	0	77000	0
2055	2024-09-27	18:00	61	7	18	0	50000	0
2059	2024-09-27	18:00	20	8	13	0	100000	0
2036	2024-09-27	19:00	22	2	21	0	18000	0
2063	2024-09-28	10:00	62	1	16,21	0,0	201500	0
2067	2024-09-28	10:00	51	3	2	0	165000	0
2075	2024-09-28	10:00	5	5	7,12	0,0	140000	0
2079	2024-09-28	10:00	76	6	11	0	200000	0
2089	2024-09-28	10:00	16	9	14	0	120000	0
2071	2024-09-28	11:00	35	4	6,14	0,0	180000	0
2086	2024-09-28	11:00	33	8	12	0	80000	0
2093	2024-09-28	11:00	79	10	1,12	0,0	115000	0
2098	2024-09-28	11:00	66	11	8,23	0,0	145000	0
2064	2024-09-28	12:00	59	1	17,22	0,0	117000	0
2068	2024-09-28	12:00	51	3	14,20	0,0	143000	0
2076	2024-09-28	12:00	20	5	14	0	120000	0
2084	2024-09-28	12:00	63	7	18	0	50000	0
2090	2024-09-28	12:00	13	9	16	0	140000	0
2072	2024-09-28	13:00	80	4	6,12	0,0	140000	0
2077	2024-09-28	13:00	61	5	7,10	0,0	260000	0
2091	2024-09-28	13:00	55	9	14,24	0,0	150000	0
2094	2024-09-28	13:00	38	10	5	0	180000	0
2065	2024-09-28	14:00	75	1	12	0	104000	0
2069	2024-09-28	14:00	70	3	3	0	198000	0
2080	2024-09-28	14:00	21	6	19	0	50000	0
2085	2024-09-28	14:00	35	7	7	0	60000	0
2087	2024-09-28	14:00	68	8	6,7	0,0	120000	0
2073	2024-09-28	15:00	48	4	1,8	0,0	155000	0
2078	2024-09-28	15:00	62	5	16	0	140000	0
2081	2024-09-28	15:00	23	6	17	0	70000	0
2095	2024-09-28	15:00	28	10	7	0	60000	0
2099	2024-09-28	15:00	37	11	1	0	35000	0
2066	2024-09-28	16:00	11	1	12,19	0,0	169000	0
2070	2024-09-28	16:00	17	3	12	0	88000	0
2088	2024-09-28	16:00	20	8	11,12	0,0	280000	0
2074	2024-09-28	17:00	51	4	15	0	230000	0
2092	2024-09-28	17:00	16	9	18,21	0,0	65000	0
2096	2024-09-28	17:00	27	10	15,23	0,0	255000	0
2100	2024-09-28	17:00	35	11	17,21	0,0	85000	0
2082	2024-09-28	18:00	47	6	1	0	35000	0
2083	2024-09-28	19:00	80	6	19	0	50000	0
2097	2024-09-28	19:00	44	10	24	0	30000	0
2101	2024-09-28	19:00	31	11	22	0	20000	0
2105	2024-09-29	10:00	16	3	1	0	38500	0
2122	2024-09-29	10:00	14	7	19	0	50000	0
2130	2024-09-29	10:00	41	9	1,24	0,0	65000	0
2135	2024-09-29	10:00	43	10	21	0	15000	0
2141	2024-09-29	10:00	74	11	1,9	0,0	215000	0
2136	2024-09-29	11:00	77	10	3	0	180000	0
2102	2024-09-29	12:00	2	2	12,22	0,0	120000	0
2111	2024-09-29	12:00	51	4	12	0	80000	0
2119	2024-09-29	12:00	66	6	9	0	180000	0
2123	2024-09-29	12:00	73	7	12,19	0,0	130000	0
2131	2024-09-29	12:00	17	9	13	0	100000	0
2137	2024-09-29	12:00	64	10	8,21	0,0	135000	0
2142	2024-09-29	12:00	62	11	9,14	0,0	300000	0
2106	2024-09-29	13:00	71	3	4	0	220000	0
2112	2024-09-29	13:00	39	4	1,3	0,0	215000	0
2115	2024-09-29	13:00	57	5	3	0	180000	0
2116	2024-09-29	14:00	22	5	13	0	100000	0
2127	2024-09-29	14:00	26	8	13,14	0,0	220000	0
2143	2024-09-29	14:00	73	11	3	0	180000	0
2103	2024-09-29	15:00	17	2	1,5	0,0	258000	0
2107	2024-09-29	15:00	49	3	18	0	55000	0
2117	2024-09-29	15:00	26	5	12	0	80000	0
2120	2024-09-29	15:00	10	6	6	0	60000	0
2124	2024-09-29	15:00	29	7	12,21	0,0	95000	0
2132	2024-09-29	15:00	56	9	2	0	150000	0
2144	2024-09-29	15:00	39	11	10,13	0,0	300000	0
2108	2024-09-29	16:00	68	3	12,16	0,0	242000	0
2118	2024-09-29	16:00	73	5	14	0	120000	0
2138	2024-09-29	16:00	23	10	17	0	70000	0
2104	2024-09-29	17:00	39	2	9,12	0,0	312000	0
2113	2024-09-29	17:00	21	4	2	0	150000	0
2125	2024-09-29	17:00	22	7	11,13	0,0	300000	0
2128	2024-09-29	17:00	3	8	19	0	50000	0
2133	2024-09-29	17:00	45	9	20	0	10000	0
2139	2024-09-29	17:00	40	10	23	0	25000	0
2145	2024-09-29	17:00	62	11	10	0	200000	0
2109	2024-09-29	18:00	5	3	6	0	66000	0
2114	2024-09-29	18:00	19	4	15	0	230000	0
2129	2024-09-29	18:00	80	8	15	0	230000	0
2134	2024-09-29	18:00	35	9	18	0	50000	0
2110	2024-09-29	19:00	20	3	1	0	38500	0
2121	2024-09-29	19:00	22	6	3	0	180000	0
2126	2024-09-29	19:00	78	7	8	0	120000	0
2140	2024-09-29	19:00	16	10	22	0	20000	0
2157	2024-09-30	10:00	50	5	1,11	0,0	235000	0
2161	2024-09-30	10:00	70	7	14,17	0,0	190000	0
2152	2024-09-30	11:00	1	3	18	0	55000	0
2164	2024-09-30	11:00	13	8	1,11	0,0	235000	0
2165	2024-09-30	11:00	9	9	17	0	70000	0
2171	2024-09-30	11:00	63	10	2	0	150000	0
2153	2024-09-30	12:00	16	3	1	0	38500	0
2166	2024-09-30	12:00	76	9	20	0	10000	0
2172	2024-09-30	12:00	11	10	12	0	80000	0
2146	2024-09-30	13:00	34	1	11,22	0,0	286000	0
2154	2024-09-30	13:00	8	3	4	0	220000	0
2158	2024-09-30	13:00	31	5	21	0	15000	0
2167	2024-09-30	13:00	13	9	1	0	35000	0
2168	2024-09-30	14:00	47	9	19	0	50000	0
2155	2024-09-30	15:00	30	3	19	0	55000	0
2175	2024-09-30	15:00	46	11	1,3	0,0	215000	0
2147	2024-09-30	16:00	74	1	16	0	182000	0
2150	2024-09-30	16:00	58	2	21	0	18000	0
2159	2024-09-30	16:00	18	5	1,25	0,0	60000	0
2162	2024-09-30	16:00	51	7	16	0	140000	0
2148	2024-09-30	17:00	30	1	12,19	0,0	169000	0
2151	2024-09-30	17:00	33	2	16	0	168000	0
2156	2024-09-30	17:00	18	3	1,4	0,0	258500	0
2169	2024-09-30	17:00	17	9	11,20	0,0	210000	0
2173	2024-09-30	17:00	22	10	9	0	180000	0
2163	2024-09-30	18:00	10	7	17	0	70000	0
2176	2024-09-30	18:00	37	11	11,14	0,0	320000	0
2149	2024-09-30	19:00	45	1	1	0	45500	0
2160	2024-09-30	19:00	48	5	8	0	120000	0
2170	2024-09-30	19:00	61	9	15	0	230000	0
2174	2024-09-30	19:00	14	10	10	0	200000	0
